line_id,order_id,product_id,product_name,category,quantity,unit_price,line_total
7294,102842,1125,Tweezers Precision,Beauty & Health,1,38.58,38.58
2572,100999,1030,SQL in 10 Minutes,Books,1,12.41,12.41
15970,106315,1108,Dental Floss 6-Pack,Beauty & Health,2,52.87,105.74
32821,112796,1015,USB Flash Drive 64GB,Electronics,1,257.21,257.21
20719,108206,1125,Tweezers Precision,Beauty & Health,1,38.58,38.58
32961,112840,1040,Naked Statistics,Books,1,15.15,15.15
22416,108893,1065,Mixing Bowl Set,Home & Kitchen,2,79.42,158.84
30076,111860,1019,Car Phone Mount,Electronics,1,252.26,252.26
24604,109784,1076,Yoga Mat 6mm,Sports & Outdoors,2,119.48,238.96
18374,107288,1030,SQL in 10 Minutes,Books,1,12.41,12.41
25132,109987,1050,Range,Books,1,,
37867,114521,1106,Nail Clipper Set,Beauty & Health,3,18.26,54.78
5990,102341,1022,Tablet Stylus,Electronics,1,87.44,87.44
17931,107113,1102,Sunscreen SPF50,Beauty & Health,1,,
14025,105544,1022,Tablet Stylus,Electronics,1,87.44,87.44
36553,114064,1010,Digital Thermometer,Electronics,1,246.78,246.78
5576,102173,1063,Ice Cube Tray Silicone,Home & Kitchen,2,10.05,20.1
35140,113576,1046,Freakonomics,Books,3,10.96,32.88
43820,116566,1035,Designing Data-Intensive Apps,Books,1,16.52,16.52
36923,114199,1107,Electric Toothbrush,Beauty & Health,2,27.75,55.5
39571,115087,1026,Python Crash Course,Books,2,17.99,35.98
7283,102838,1047,The Black Swan,Books,1,29.39,29.39
16902,106685,1114,Magnesium Tablets,Beauty & Health,1,30.14,30.14
41271,115685,1102,Sunscreen SPF50,Beauty & Health,2,47.43,94.86
45221,117045,1036,Storytelling with Data,Books,3,13.7,41.1
32330,112623,1145,Workout Leggings,Clothing & Accessories,1,37.53,37.53
21663,108595,1048,Sapiens,Books,1,9.72,9.72
14122,105582,1050,Range,Books,1,34.22,34.22
22853,109064,1004,Bluetooth Speaker,Electronics,1,269.46,269.46
37141,114274,1084,Swim Goggles,Sports & Outdoors,1,37.7,37.7
19417,107716,1028,Clean Code,Books,1,25.5,25.5
38528,114737,1069,Lunch Box Insulated,Home & Kitchen,1,15.47,15.47
4060,101596,1097,Insulated Flask,Sports & Outdoors,1,38.98,38.98
42184,115992,1025,Ring Light,Electronics,1,199.18,199.18
23648,109391,1027,Data Science Handbook,Books,1,15.21,15.21
28785,111410,1076,Yoga Mat 6mm,Sports & Outdoors,2,119.48,238.96
44907,116939,1046,Freakonomics,Books,1,10.96,10.96
46287,117417,1070,Travel Mug 500ml,Home & Kitchen,1,70.5,70.5
24885,109899,1099,Bike Light Set,Sports & Outdoors,3,71.44,214.32
15859,106277,1092,Badminton Set,Sports & Outdoors,1,,
41228,115669,1134,Beanie Hat Knit,Clothing & Accessories,1,49.76,49.76
25220,110022,1102,Sunscreen SPF50,Beauty & Health,1,47.43,47.43
31657,112396,1120,Massage Ball Set,Beauty & Health,1,34.73,34.73
41966,115916,1138,Wallet RFID-Block,Clothing & Accessories,1,,
42407,116074,1027,Data Science Handbook,Books,1,15.21,15.21
23250,109231,1028,Clean Code,Books,1,25.5,25.5
47187,117736,1091,Tennis Balls 3-Pack,Sports & Outdoors,1,90.74,90.74
43805,116558,1054,Toaster 2-Slice,Home & Kitchen,1,18.81,18.81
727,100278,1076,Yoga Mat 6mm,Sports & Outdoors,2,119.48,238.96
24449,109717,1112,Deodorant Roll-On,Beauty & Health,1,32.11,32.11
37590,114431,1067,Spice Jar Set,Home & Kitchen,1,79.36,79.36
45351,117093,1108,Dental Floss 6-Pack,Beauty & Health,1,52.87,52.87
11573,104562,1023,Mini Projector,Electronics,1,46.86,46.86
32561,112705,1025,Ring Light,Electronics,2,199.18,398.36
26094,110366,1134,Beanie Hat Knit,Clothing & Accessories,2,49.76,99.52
5680,102216,1079,Water Bottle 1L,Sports & Outdoors,1,48.51,48.51
24511,109744,1145,Workout Leggings,Clothing & Accessories,1,37.53,37.53
13811,105458,1050,Range,Books,1,34.22,34.22
35898,113832,1031,Atomic Habits,Books,1,34.72,34.72
3783,101490,1030,SQL in 10 Minutes,Books,3,12.41,37.23
35849,113817,1070,Travel Mug 500ml,Home & Kitchen,1,70.5,70.5
32923,112830,1078,Jump Rope Speed,Sports & Outdoors,3,25.07,75.21
7147,102787,1055,Blender 600W,Home & Kitchen,1,45.84,45.84
33397,112988,1036,Storytelling with Data,Books,1,13.7,13.7
33040,112868,1062,Wine Opener Set,Home & Kitchen,1,71.51,71.51
44354,116751,1085,Hiking Socks 3-Pack,Sports & Outdoors,1,35.14,35.14
31217,112239,1026,Python Crash Course,Books,2,17.99,35.98
8242,103225,1037,The Signal and the Noise,Books,1,31.66,31.66
20685,108190,1103,Hand Cream Set,Beauty & Health,1,29.28,29.28
579,100221,1044,Measure What Matters,Books,2,34.93,69.86
42522,116115,1005,Webcam HD,Electronics,2,140.61,281.22
31405,112307,1010,Digital Thermometer,Electronics,3,246.78,740.34
30757,112090,1128,Wool Socks 3-Pack,Clothing & Accessories,2,,
42062,115946,1010,Digital Thermometer,Electronics,2,246.78,493.56
32807,112790,1053,Coffee Maker,Home & Kitchen,1,31.08,31.08
22120,108772,1130,Sunglasses UV400,Clothing & Accessories,3,27.24,81.72
37751,114483,1033,Deep Work,Books,1,30.76,30.76
24393,109695,1030,SQL in 10 Minutes,Books,2,12.41,24.82
17836,107072,1135,Scarf Lightweight,Clothing & Accessories,1,52.51,52.51
2087,100809,1055,Blender 600W,Home & Kitchen,2,45.84,91.68
12701,105004,1029,The Pragmatic Programmer,Books,2,12.62,25.24
28909,111452,1127,Running Shorts,Clothing & Accessories,2,14.72,29.44
20699,108197,1104,Lip Balm 3-Pack,Beauty & Health,1,25.05,25.05
37770,114489,1025,Ring Light,Electronics,2,199.18,398.36
38425,114707,1121,Teeth Whitening Strips,Beauty & Health,1,25.96,25.96
8881,103485,1116,First Aid Kit Basic,Beauty & Health,2,9.01,18.02
46641,117545,1122,Cotton Pads 100pk,Beauty & Health,2,31.14,62.28
10178,104014,1116,First Aid Kit Basic,Beauty & Health,1,9.01,9.01
427,100163,1041,Data Smart,Books,1,23.16,23.16
43571,116476,1118,Eye Mask Sleep,Beauty & Health,1,16.76,16.76
21884,108686,1139,Watch Strap Nylon,Clothing & Accessories,2,16.96,33.92
38335,114675,1092,Badminton Set,Sports & Outdoors,3,118.29,354.87
40449,115396,1065,Mixing Bowl Set,Home & Kitchen,3,79.42,238.26
1677,100654,1071,Candle Set Scented,Home & Kitchen,2,47.55,95.1
8372,103283,1130,Sunglasses UV400,Clothing & Accessories,1,27.24,27.24
36077,113897,1110,Body Lotion 200ml,Beauty & Health,1,12.74,12.74
34019,113203,1004,Bluetooth Speaker,Electronics,1,269.46,269.46
36758,114137,1104,Lip Balm 3-Pack,Beauty & Health,1,25.05,25.05
47062,117690,1073,Wall Clock Minimal,Home & Kitchen,1,43.43,43.43
25013,109945,1125,Tweezers Precision,Beauty & Health,1,38.58,38.58
42790,116206,1090,Pull-Up Bar,Sports & Outdoors,2,,
13595,105372,1001,Wireless Earbuds,Electronics,1,200.2,200.2
28224,111209,1095,Compression Sleeves,Sports & Outdoors,2,32.54,65.08
17307,106852,1014,Wireless Mouse,Electronics,1,50.41,50.41
45962,117305,1032,Thinking Fast and Slow,Books,1,23.04,23.04
38511,114732,1115,Protein Bars 12-Pack,Beauty & Health,1,12.87,12.87
10712,104220,1052,Salt, Pepper & Spice Rack,Home & Kitchen,1,63.86,63.86
37175,114286,1045,Good Strategy Bad Strategy,Books,1,10.45,10.45
20397,108090,1138,Wallet RFID-Block,Clothing & Accessories,2,18.73,37.46
44937,116951,1026,Python Crash Course,Books,1,17.99,17.99
29583,111694,1110,Body Lotion 200ml,Beauty & Health,1,12.74,12.74
25996,110321,1119,Essential Oil Set,Beauty & Health,1,49.51,49.51
23798,109453,1018,Screen Protector Pack,Electronics,2,128.72,257.44
31766,112430,1075,LED String Lights,Home & Kitchen,1,25.89,25.89
11591,104569,1128,Wool Socks 3-Pack,Clothing & Accessories,1,74.9,74.9
24290,109652,1034,The Art of Statistics,Books,1,14.18,14.18
13600,105374,1039,How Charts Lie,Books,1,32.69,32.69
19317,107676,1118,Eye Mask Sleep,Beauty & Health,1,16.76,16.76
38239,114643,1104,Lip Balm 3-Pack,Beauty & Health,1,25.05,25.05
27886,111079,1126,Cotton T-Shirt Basic,Clothing & Accessories,1,30.55,30.55
47727,117923,1072,Photo Frame 20x30,Home & Kitchen,1,30.94,30.94
36251,113959,1067,Spice Jar Set,Home & Kitchen,1,79.36,79.36
41337,115706,1030,SQL in 10 Minutes,Books,2,12.41,24.82
41950,115910,1052,"Salt, Pepper & Spice Rack",Home & Kitchen,2,63.86,127.72
9458,103726,1074,Throw Pillow Cover,Home & Kitchen,2,52.6,105.2
29035,111498,1132,Canvas Backpack,Clothing & Accessories,1,34.02,34.02
31557,112360,1104,Lip Balm 3-Pack,Beauty & Health,3,25.05,75.15
25276,110046,1077,Resistance Band Set,Sports & Outdoors,1,,
39321,115002,1115,Protein Bars 12-Pack,Beauty & Health,1,12.87,12.87
26285,110444,1063,Ice Cube Tray Silicone,Home & Kitchen,3,10.05,30.15
28617,111358,1093,Frisbee,Sports & Outdoors,2,55.48,110.96
5742,102241,1096,Gym Bag 40L,Sports & Outdoors,1,57.56,57.56
10098,103977,1133,Waterproof Jacket,Clothing & Accessories,2,64.19,128.38
41975,115920,1150,Bucket Hat,Clothing & Accessories,1,14.89,14.89
6798,102643,1143,Pyjama Set,Clothing & Accessories,1,41.75,41.75
31555,112360,1046,Freakonomics,Books,2,10.96,21.92
6519,102536,1150,Bucket Hat,Clothing & Accessories,1,14.89,14.89
19633,107801,1029,The Pragmatic Programmer,Books,2,12.62,25.24
34649,113410,1080,Foam Roller,Sports & Outdoors,3,36.85,110.55
20626,108169,1144,Slippers Memory Foam,Clothing & Accessories,1,65.0,65.0
20659,108182,1093,Frisbee,Sports & Outdoors,1,55.48,55.48
22117,108771,1138,Wallet RFID-Block,Clothing & Accessories,3,18.73,56.19
17511,106936,1114,Magnesium Tablets,Beauty & Health,1,30.14,30.14
19519,107752,1102,Sunscreen SPF50,Beauty & Health,1,47.43,47.43
17073,106756,1054,Toaster 2-Slice,Home & Kitchen,1,18.81,18.81
33093,112883,1064,Measuring Cup Set,Home & Kitchen,1,11.54,11.54
319,100124,1069,Lunch Box Insulated,Home & Kitchen,1,15.47,15.47
2368,100919,1116,First Aid Kit Basic,Beauty & Health,2,9.01,18.02
44928,116946,1111,Shampoo Bar Natural,Beauty & Health,2,53.44,106.88
24363,109683,1013,HDMI Cable 2m,Electronics,1,287.28,287.28
39722,115142,1143,Pyjama Set,Clothing & Accessories,1,41.75,41.75
30929,112144,1089,Ab Wheel Roller,Sports & Outdoors,1,22.47,22.47
14072,105562,1130,Sunglasses UV400,Clothing & Accessories,1,27.24,27.24
32029,112526,1073,Wall Clock Minimal,Home & Kitchen,1,43.43,43.43
30565,112026,1114,Magnesium Tablets,Beauty & Health,1,30.14,30.14
4737,101857,1138,Wallet RFID-Block,Clothing & Accessories,1,18.73,18.73
24994,109937,1062,Wine Opener Set,Home & Kitchen,1,71.51,71.51
46477,117483,1009,Smart Plug,Electronics,1,85.4,85.4
4307,101697,1128,Wool Socks 3-Pack,Clothing & Accessories,1,74.9,74.9
17409,106896,1087,Camping Mug,Sports & Outdoors,1,63.05,63.05
4790,101877,1125,Tweezers Precision,Beauty & Health,2,38.58,77.16
23911,109495,1047,The Black Swan,Books,1,29.39,29.39
9659,103807,1030,SQL in 10 Minutes,Books,1,12.41,12.41
6013,102351,1106,Nail Clipper Set,Beauty & Health,1,18.26,18.26
11997,104722,1107,Electric Toothbrush,Beauty & Health,1,27.75,27.75
4329,101704,1023,Mini Projector,Electronics,1,46.86,46.86
25841,110261,1136,Gloves Touchscreen,Clothing & Accessories,2,63.11,126.22
20099,107982,1121,Teeth Whitening Strips,Beauty & Health,3,25.96,77.88
37031,114235,1027,Data Science Handbook,Books,2,15.21,30.42
10725,104224,1042,Business Model Generation,Books,3,23.78,71.34
23702,109416,1065,Mixing Bowl Set,Home & Kitchen,2,,
13763,105440,1104,Lip Balm 3-Pack,Beauty & Health,1,25.05,25.05
29128,111528,1073,Wall Clock Minimal,Home & Kitchen,1,43.43,43.43
10388,104101,1068,Water Filter Pitcher,Home & Kitchen,3,16.77,50.31
3157,101237,1022,Tablet Stylus,Electronics,1,87.44,87.44
1550,100610,1018,Screen Protector Pack,Electronics,1,128.72,128.72
12317,104851,1014,Wireless Mouse,Electronics,1,,
35607,113731,1048,Sapiens,Books,1,9.72,9.72
30047,111851,1011,Action Camera,Electronics,2,245.79,491.58
9365,103692,1124,Mirror Compact,Beauty & Health,2,16.93,33.86
2026,100781,1138,Wallet RFID-Block,Clothing & Accessories,1,18.73,18.73
36720,114122,1105,Hair Brush Detangling,Beauty & Health,1,23.95,23.95
45011,116974,1077,Resistance Band Set,Sports & Outdoors,1,59.31,59.31
1823,100711,1003,Portable Charger,Electronics,1,226.79,226.79
4339,101708,1080,Foam Roller,Sports & Outdoors,2,36.85,73.7
8077,103160,1130,Sunglasses UV400,Clothing & Accessories,1,27.24,27.24
13632,105387,1073,Wall Clock Minimal,Home & Kitchen,1,43.43,43.43
30961,112154,1054,Toaster 2-Slice,Home & Kitchen,1,18.81,18.81
6350,102472,1135,Scarf Lightweight,Clothing & Accessories,2,52.51,105.02
9384,103698,1036,Storytelling with Data,Books,2,13.7,27.4
6152,102397,1134,Beanie Hat Knit,Clothing & Accessories,3,49.76,149.28
23632,109385,1049,Factfulness,Books,2,34.9,69.8
3126,101224,1133,Waterproof Jacket,Clothing & Accessories,1,64.19,64.19
10331,104076,1063,Ice Cube Tray Silicone,Home & Kitchen,1,10.05,10.05
19106,107589,1055,Blender 600W,Home & Kitchen,2,45.84,91.68
26110,110374,1058,Food Storage Containers,Home & Kitchen,2,82.1,164.2
7246,102821,1090,Pull-Up Bar,Sports & Outdoors,1,57.75,57.75
14340,105668,1086,Headlamp LED,Sports & Outdoors,1,113.04,113.04
2284,100883,1090,Pull-Up Bar,Sports & Outdoors,3,57.75,173.25
11342,104468,1001,Wireless Earbuds,Electronics,1,200.2,200.2
27329,110857,1031,Atomic Habits,Books,1,34.72,34.72
15893,106289,1099,Bike Light Set,Sports & Outdoors,1,71.44,71.44
35590,113726,1105,Hair Brush Detangling,Beauty & Health,1,23.95,23.95
34443,113341,1143,Pyjama Set,Clothing & Accessories,1,41.75,41.75
5691,102221,1020,Power Strip 6-outlet,Electronics,2,261.11,522.22
4252,101675,1100,Sports Tape Roll,Sports & Outdoors,3,119.92,359.76
32890,112820,1071,Candle Set Scented,Home & Kitchen,3,47.55,142.65
22283,108838,1048,Sapiens,Books,1,9.72,9.72
13440,105307,1121,Teeth Whitening Strips,Beauty & Health,2,25.96,51.92
35916,113838,1044,Measure What Matters,Books,2,34.93,69.86
46103,117353,1024,Smart Watch Band,Electronics,2,52.67,105.34
21364,108472,1054,Toaster 2-Slice,Home & Kitchen,1,18.81,18.81
15322,106052,1111,Shampoo Bar Natural,Beauty & Health,1,53.44,53.44
37986,114561,1106,Nail Clipper Set,Beauty & Health,1,18.26,18.26
3684,101449,1135,Scarf Lightweight,Clothing & Accessories,2,52.51,105.02
33892,113160,1016,Phone Stand,Electronics,1,246.15,246.15
34877,113483,1076,Yoga Mat 6mm,Sports & Outdoors,3,119.48,358.44
3236,101270,1089,Ab Wheel Roller,Sports & Outdoors,1,22.47,22.47
42767,116198,1018,Screen Protector Pack,Electronics,1,128.72,128.72
4941,101933,1080,Foam Roller,Sports & Outdoors,2,36.85,73.7
40042,115254,1150,Bucket Hat,Clothing & Accessories,1,14.89,14.89
35274,113620,1022,Tablet Stylus,Electronics,2,,
23287,109244,1062,Wine Opener Set,Home & Kitchen,2,71.51,143.02
34723,113434,1089,Ab Wheel Roller,Sports & Outdoors,1,22.47,22.47
33740,113108,1136,Gloves Touchscreen,Clothing & Accessories,1,63.11,63.11
38745,114807,1056,Cutting Board Bamboo,Home & Kitchen,1,79.19,79.19
5416,102108,1094,Cooling Towel,Sports & Outdoors,1,105.06,105.06
9039,103555,1123,Hairband Set Elastic,Beauty & Health,2,15.21,30.42
16832,106660,1034,The Art of Statistics,Books,1,14.18,14.18
47750,117933,1050,Range,Books,1,34.22,34.22
9597,103783,1150,Bucket Hat,Clothing & Accessories,1,14.89,14.89
40621,115454,1127,Running Shorts,Clothing & Accessories,2,14.72,29.44
45152,117022,1107,Electric Toothbrush,Beauty & Health,1,27.75,27.75
27804,111048,1130,Sunglasses UV400,Clothing & Accessories,1,27.24,27.24
36227,113951,1072,Photo Frame 20x30,Home & Kitchen,1,30.94,30.94
22872,109071,1146,Polo Shirt,Clothing & Accessories,1,10.23,10.23
23657,109395,1082,Running Armband,Sports & Outdoors,3,36.73,110.19
10102,103978,1045,Good Strategy Bad Strategy,Books,1,10.45,10.45
13128,105182,1041,Data Smart,Books,1,23.16,23.16
19960,107925,1119,Essential Oil Set,Beauty & Health,1,49.51,49.51
18495,107337,1031,Atomic Habits,Books,1,34.72,34.72
33894,113161,1053,Coffee Maker,Home & Kitchen,1,31.08,31.08
3638,101431,1060,Dish Drying Rack,Home & Kitchen,2,58.11,116.22
34837,113472,1071,Candle Set Scented,Home & Kitchen,1,47.55,47.55
40844,115532,1093,Frisbee,Sports & Outdoors,2,55.48,110.96
33388,112986,1023,Mini Projector,Electronics,1,46.86,46.86
46777,117590,1101,Face Moisturizer 50ml,Beauty & Health,2,53.45,106.9
24586,109778,1124,Mirror Compact,Beauty & Health,1,16.93,16.93
28847,111432,1093,Frisbee,Sports & Outdoors,2,55.48,110.96
17276,106839,1067,Spice Jar Set,Home & Kitchen,1,79.36,79.36
12957,105115,1125,Tweezers Precision,Beauty & Health,1,38.58,38.58
41235,115672,1095,Compression Sleeves,Sports & Outdoors,1,32.54,32.54
47853,117967,1079,Water Bottle 1L,Sports & Outdoors,2,48.51,97.02
30562,112025,1018,Screen Protector Pack,Electronics,2,128.72,257.44
27818,111054,1119,Essential Oil Set,Beauty & Health,2,49.51,99.02
23710,109421,1085,Hiking Socks 3-Pack,Sports & Outdoors,1,35.14,35.14
9572,103773,1131,Leather Belt,Clothing & Accessories,1,67.26,67.26
27856,111069,1113,Vitamin D Supplements,Beauty & Health,3,7.86,23.58
43224,116359,1120,Massage Ball Set,Beauty & Health,2,34.73,69.46
11253,104435,1079,Water Bottle 1L,Sports & Outdoors,2,48.51,97.02
41807,115866,1106,Nail Clipper Set,Beauty & Health,1,18.26,18.26
32143,112563,1031,Atomic Habits,Books,3,34.72,104.16
22318,108852,1018,Screen Protector Pack,Electronics,3,128.72,386.16
12338,104859,1150,Bucket Hat,Clothing & Accessories,1,14.89,14.89
1716,100668,1038,Algorithms to Live By,Books,1,25.7,25.7
42936,116259,1027,Data Science Handbook,Books,1,15.21,15.21
33934,113174,1005,Webcam HD,Electronics,1,140.61,140.61
17582,106966,1138,Wallet RFID-Block,Clothing & Accessories,1,18.73,18.73
40967,115575,1001,Wireless Earbuds,Electronics,1,200.2,200.2
31795,112439,1053,Coffee Maker,Home & Kitchen,1,31.08,31.08
2419,100939,1051,"Knife, Fork & Spoon Set",Home & Kitchen,1,10.91,10.91
25414,110100,1082,Running Armband,Sports & Outdoors,1,36.73,36.73
16095,106364,1071,Candle Set Scented,Home & Kitchen,1,47.55,47.55
13229,105221,1064,Measuring Cup Set,Home & Kitchen,3,11.54,34.62
19395,107709,1082,Running Armband,Sports & Outdoors,2,36.73,73.46
8783,103453,1112,Deodorant Roll-On,Beauty & Health,3,32.11,96.33
32970,112843,1047,The Black Swan,Books,1,29.39,29.39
19300,107669,1146,Polo Shirt,Clothing & Accessories,1,10.23,10.23
27786,111039,1045,Good Strategy Bad Strategy,Books,1,10.45,10.45
32817,112794,1049,Factfulness,Books,1,34.9,34.9
47182,117735,1139,Watch Strap Nylon,Clothing & Accessories,3,16.96,50.88
12209,104804,1136,Gloves Touchscreen,Clothing & Accessories,1,63.11,63.11
33127,112894,1145,Workout Leggings,Clothing & Accessories,1,37.53,37.53
45665,117194,1128,Wool Socks 3-Pack,Clothing & Accessories,1,74.9,74.9
38640,114773,1081,Dumbbell Set 5kg,Sports & Outdoors,2,19.67,39.34
40504,115416,1005,Webcam HD,Electronics,3,140.61,421.83
18439,107312,1068,Water Filter Pitcher,Home & Kitchen,1,16.77,16.77
11988,104719,1018,Screen Protector Pack,Electronics,1,128.72,128.72
47528,117858,1079,Water Bottle 1L,Sports & Outdoors,1,48.51,48.51
16971,106713,1113,Vitamin D Supplements,Beauty & Health,1,7.86,7.86
14590,105768,1058,Food Storage Containers,Home & Kitchen,1,82.1,82.1
19918,107908,1009,Smart Plug,Electronics,1,85.4,85.4
43489,116449,1026,Python Crash Course,Books,2,17.99,35.98
3321,101309,1146,Polo Shirt,Clothing & Accessories,1,10.23,10.23
23933,109505,1046,Freakonomics,Books,1,10.96,10.96
24055,109555,1136,Gloves Touchscreen,Clothing & Accessories,1,63.11,63.11
28186,111194,1142,Swim Shorts,Clothing & Accessories,1,51.23,51.23
47656,117900,1083,Cycling Gloves,Sports & Outdoors,1,104.84,104.84
45007,116973,1107,Electric Toothbrush,Beauty & Health,1,27.75,27.75
46339,117436,1121,Teeth Whitening Strips,Beauty & Health,2,25.96,51.92
36739,114130,1047,The Black Swan,Books,2,29.39,58.78
24920,109909,1109,Face Mask Sheet Pack,Beauty & Health,1,32.79,32.79
18911,107500,1045,Good Strategy Bad Strategy,Books,1,10.45,10.45
36760,114138,1108,Dental Floss 6-Pack,Beauty & Health,1,52.87,52.87
47736,117927,1027,Data Science Handbook,Books,1,15.21,15.21
7054,102747,1062,Wine Opener Set,Home & Kitchen,1,71.51,71.51
15258,106028,1045,Good Strategy Bad Strategy,Books,1,10.45,10.45
32398,112648,1091,Tennis Balls 3-Pack,Sports & Outdoors,1,90.74,90.74
27177,110800,1095,Compression Sleeves,Sports & Outdoors,1,32.54,32.54
36653,114102,1086,Headlamp LED,Sports & Outdoors,2,113.04,226.08
5,100003,1099,Bike Light Set,Sports & Outdoors,2,71.44,142.88
38145,114610,1003,Portable Charger,Electronics,2,226.79,453.58
35852,113817,1096,Gym Bag 40L,Sports & Outdoors,1,57.56,57.56
13529,105345,1120,Massage Ball Set,Beauty & Health,1,34.73,34.73
4302,101695,1022,Tablet Stylus,Electronics,1,87.44,87.44
7557,102951,1094,Cooling Towel,Sports & Outdoors,3,105.06,315.18
5740,102241,1058,Food Storage Containers,Home & Kitchen,1,82.1,82.1
22273,108833,1117,Thermometer Digital,Beauty & Health,1,34.75,34.75
9831,103876,1131,Leather Belt,Clothing & Accessories,2,67.26,134.52
21461,108513,1114,Magnesium Tablets,Beauty & Health,1,30.14,30.14
19083,107580,1078,Jump Rope Speed,Sports & Outdoors,1,25.07,25.07
2300,100890,1143,Pyjama Set,Clothing & Accessories,2,41.75,83.5
19229,107642,1127,Running Shorts,Clothing & Accessories,1,14.72,14.72
23508,109332,1124,Mirror Compact,Beauty & Health,1,16.93,16.93
30121,111876,1145,Workout Leggings,Clothing & Accessories,1,37.53,37.53
35504,113695,1022,Tablet Stylus,Electronics,1,87.44,87.44
38413,114703,1119,Essential Oil Set,Beauty & Health,1,49.51,49.51
30500,112002,1137,Umbrella Compact,Clothing & Accessories,1,53.12,53.12
34982,113521,1143,Pyjama Set,Clothing & Accessories,2,41.75,83.5
32364,112636,1008,LED Desk Lamp,Electronics,1,203.07,203.07
15262,106029,1005,Webcam HD,Electronics,1,140.61,140.61
22028,108740,1027,Data Science Handbook,Books,2,15.21,30.42
9383,103698,1091,Tennis Balls 3-Pack,Sports & Outdoors,2,90.74,181.48
42073,115952,1121,Teeth Whitening Strips,Beauty & Health,1,25.96,25.96
35968,113854,1003,Portable Charger,Electronics,1,226.79,226.79
47765,117939,1022,Tablet Stylus,Electronics,1,87.44,87.44
31317,112273,1004,Bluetooth Speaker,Electronics,1,269.46,269.46
24725,109833,1045,Good Strategy Bad Strategy,Books,1,10.45,10.45
43802,116557,1133,Waterproof Jacket,Clothing & Accessories,1,64.19,64.19
2604,101010,1077,Resistance Band Set,Sports & Outdoors,2,59.31,118.62
14917,105894,1023,Mini Projector,Electronics,1,46.86,46.86
7831,103063,1071,Candle Set Scented,Home & Kitchen,2,47.55,95.1
24791,109858,1084,Swim Goggles,Sports & Outdoors,1,37.7,37.7
43289,116381,1142,Swim Shorts,Clothing & Accessories,1,51.23,51.23
45834,117257,1130,Sunglasses UV400,Clothing & Accessories,2,27.24,54.48
44054,116650,1005,Webcam HD,Electronics,1,140.61,140.61
47644,117896,1066,Baking Sheet Pack,Home & Kitchen,1,34.29,34.29
28400,111282,1130,Sunglasses UV400,Clothing & Accessories,2,27.24,54.48
44525,116805,1119,Essential Oil Set,Beauty & Health,1,49.51,49.51
34177,113251,1119,Essential Oil Set,Beauty & Health,2,49.51,99.02
46903,117636,1035,Designing Data-Intensive Apps,Books,2,16.52,33.04
1748,100682,1062,Wine Opener Set,Home & Kitchen,1,71.51,71.51
14539,105746,1137,Umbrella Compact,Clothing & Accessories,1,53.12,53.12
43874,116588,1071,Candle Set Scented,Home & Kitchen,1,47.55,47.55
47760,117937,1089,Ab Wheel Roller,Sports & Outdoors,2,22.47,44.94
2489,100970,1078,Jump Rope Speed,Sports & Outdoors,1,,
33251,112939,1056,Cutting Board Bamboo,Home & Kitchen,1,79.19,79.19
28656,111372,1004,Bluetooth Speaker,Electronics,2,269.46,538.92
12229,104811,1085,Hiking Socks 3-Pack,Sports & Outdoors,3,35.14,105.42
9368,103693,1097,Insulated Flask,Sports & Outdoors,1,38.98,38.98
19751,107846,1007,Gaming Mouse,Electronics,1,32.27,32.27
6899,102683,1053,Coffee Maker,Home & Kitchen,1,31.08,31.08
7006,102728,1109,Face Mask Sheet Pack,Beauty & Health,2,32.79,65.58
26506,110525,1126,Cotton T-Shirt Basic,Clothing & Accessories,1,30.55,30.55
26835,110662,1083,Cycling Gloves,Sports & Outdoors,1,104.84,104.84
21076,108353,1147,Linen Shirt,Clothing & Accessories,1,51.41,51.41
19463,107735,1141,Zip Hoodie,Clothing & Accessories,1,56.64,56.64
1308,100519,1034,The Art of Statistics,Books,3,14.18,42.54
11816,104657,1040,Naked Statistics,Books,1,15.15,15.15
35063,113547,1097,Insulated Flask,Sports & Outdoors,1,38.98,38.98
44058,116651,1078,Jump Rope Speed,Sports & Outdoors,1,25.07,25.07
40938,115564,1126,Cotton T-Shirt Basic,Clothing & Accessories,3,30.55,91.65
38411,114702,1136,Gloves Touchscreen,Clothing & Accessories,2,63.11,126.22
28666,111375,1067,Spice Jar Set,Home & Kitchen,1,79.36,79.36
42303,116033,1118,Eye Mask Sleep,Beauty & Health,1,16.76,16.76
14928,105897,1017,Laptop Cooling Pad,Electronics,1,171.93,171.93
35998,113867,1138,Wallet RFID-Block,Clothing & Accessories,1,18.73,18.73
2632,101020,1038,Algorithms to Live By,Books,2,25.7,51.4
30008,111838,1134,Beanie Hat Knit,Clothing & Accessories,1,49.76,49.76
12697,105002,1059,Tea Kettle Stainless,Home & Kitchen,1,33.58,33.58
13245,105230,1096,Gym Bag 40L,Sports & Outdoors,2,57.56,115.12
26643,110582,1115,Protein Bars 12-Pack,Beauty & Health,1,12.87,12.87
45779,117237,1021,Noise Cancelling Headphones,Electronics,2,218.05,436.1
43631,116497,1137,Umbrella Compact,Clothing & Accessories,2,53.12,106.24
29789,111766,1047,The Black Swan,Books,1,29.39,29.39
35930,113842,1140,Tote Bag Canvas,Clothing & Accessories,1,27.7,27.7
28633,111363,1002,USB-C Hub,Electronics,1,100.36,100.36
