order_id,order_date,customer_id,channel,region,order_total,shipping_cost,num_items
103277,2024-02-23 12:42,C02976,marketplace,South,576.92,5.95,3
103278,2024-02-23 13:47,C03718,web,East,10.96,5.95,1
103279,2024-02-23 22:56,C01666,mobile_app,West,49.51,5.95,1
103280,2024-02-23 11:15,C02454,web,East,110.75,5.95,2
103281,2024-02-23 08:27,C02457,web,North,14.76,5.95,1
103282,2024-02-23 08:45,C03653,mobile_app,West,272.65,5.95,2
103283,2024-02-23 07:23,C01137,web,East,556.73,5.95,3
103284,2024-02-23 16:19,C03426,web,South,280.21,5.95,3
103285,2024-02-23 15:54,C03886,web,East,269.97,5.95,2
103286,2024-02-23 23:59,C02795,mobile_app,West,124.73,5.95,3
103287,2024-02-23 10:30,C01381,web,East,322.81,,3
103288,2024-02-23 16:34,C02118,mobile_app,North,374.11,5.95,3
103289,2024-02-23 14:59,C01112,mobile_app,East,359.53,5.95,3
103290,2024-02-23 13:20,C03797,marketplace,Central,670.35,5.95,4
103291,2024-02-23 12:22,C03983,web,Central,89.12,,2
103292,2024-02-23 22:43,C01686,web,East,14.72,5.95,1
103293,2024-02-23 12:49,C02512,mobile_app,North,283.02,5.95,2
103294,2024-02-24 15:12,C02815,mobile_app,West,33.47,5.95,2
103295,2024-02-24 23:20,C00838,mobile_app,East,238.94,5.95,4
103296,2024-02-24 11:07,C02968,mobile_app,South,286.29,5.95,4
103297,2024-02-24 13:13,C02450,mobile_app,Central,312.77,5.95,3
103298,2024-02-24 11:56,C02653,mobile_app,South,145.68,5.95,3
103299,2024-02-24 18:30,C02938,web,East,34.22,5.95,1
103300,2024-02-24 23:21,C00600,web,North,33.58,5.95,1
103301,2024-02-24 09:24,C03331,mobile_app,South,537.51,5.95,3
103302,2024-02-24 08:12,C03326,marketplace,Central,174.72,5.95,3
103303,2024-02-24 20:59,C02256,mobile_app,South,34.22,5.95,1
103304,2024-02-24 19:12,C01089,web,South,392.64,5.95,5
103305,2024-02-24 21:38,C00443,web,South,172.27,5.95,2
103306,2024-02-24 09:08,C00742,web,West,51.41,5.95,1
103307,2024-02-24 07:02,C03471,web,North,16.77,5.95,1
103308,2024-02-24 23:17,C00522,mobile_app,Central,102.59,5.95,2
103309,2024-02-24 19:13,C00164,mobile_app,East,61.5,5.95,3
103310,2024-02-24 06:07,C01383,marketplace,West,106.54,5.95,2
103311,2024-02-24 15:27,C00986,web,East,22.45,5.95,2
103312,2024-02-24 14:59,C02264,web,North,387.45,5.95,3
103313,2024-02-24 06:35,C02393,web,North,65.71,5.95,2
103314,2024-02-24 18:13,C02219,mobile_app,Central,454.37,5.95,2
103315,2024-02-24 08:36,C03033,mobile_app,Central,274.51,5.95,2
103316,2024-02-24 21:07,C00392,web,South,268.58,5.95,3
103317,2024-02-24 13:29,C02497,web,North,93.16,5.95,2
103318,2024-02-24 13:17,C00440,web,West,81.58,5.95,2
103319,2024-02-24 19:37,C03527,mobile_app,South,301.94,5.95,3
103320,2024-02-24 12:14,C00412,mobile_app,South,36.03,,2
103321,2024-02-24 20:28,C00616,mobile_app,South,277.14,5.95,3
103322,2024-02-24 18:01,C02218,mobile_app,North,1226.26,5.95,5
103323,2024-02-24 21:27,C03235,mobile_app,South,70.8,5.95,2
103324,2024-02-24 06:31,C02079,mobile_app,Central,68.08,5.95,2
103325,2024-02-24 12:23,C00592,mobile_app,East,30.42,5.95,1
103326,2024-02-24 18:10,C03228,web,North,128.74,5.95,2
103327,2024-02-24 17:25,C01123,web,South,256.31,5.95,4
103328,2024-02-24 13:24,C02460,mobile_app,Central,102.65,5.95,2
103329,2024-02-24 13:41,C02858,web,West,222.31,5.95,4
103330,2024-02-24 06:24,C02342,web,South,139.0,5.95,2
103331,2024-02-24 21:27,C02967,web,South,133.02,5.95,2
103332,2024-02-24 19:16,C01427,web,South,578.73,5.95,5
103333,2024-02-24 14:30,C00648,web,Central,101.28,5.95,2
103334,2024-02-24 22:38,C02175,mobile_app,Central,142.79,5.95,3
103335,2024-02-24 18:23,C00197,mobile_app,North,472.29,5.95,3
103336,2024-02-24 11:05,C02521,mobile_app,North,340.1,5.95,3
103337,2024-02-24 08:33,C03818,web,North,110.99,5.95,4
103338,2024-02-24 10:54,C01786,web,Central,103.01,5.95,3
103339,2024-02-24 13:26,C01277,web,North,183.67,5.95,2
103340,2024-02-24 08:39,C00214,mobile_app,West,30.14,5.95,1
103341,2024-02-24 11:18,C02245,web,South,148.34,5.95,2
103342,2024-02-24 11:15,C00071,mobile_app,North,107.28,5.95,3
103343,2024-02-24 08:04,C03166,web,Central,67.14,5.95,2
103344,2024-02-24 11:34,C00509,mobile_app,East,47.32,5.95,2
103345,2024-02-24 17:46,C00733,web,Central,294.65,5.95,3
103346,2024-02-24 13:50,C00036,web,North,52.94,5.95,2
103347,2024-02-24 14:32,C03332,web,East,39.51,5.95,2
103348,2024-02-24 07:25,C00553,web,East,55.19,5.95,3
103349,2024-02-24 10:15,C03530,mobile_app,South,557.01,5.95,3
103350,2024-02-24 14:29,C01007,web,West,121.77,5.95,2
103351,2024-02-24 13:10,C02622,mobile_app,North,269.46,5.95,1
103352,2024-02-24 18:08,C00003,web,East,185.78,5.95,2
103353,2024-02-24 21:43,C03090,web,East,115.29,5.95,2
103354,2024-02-24 18:56,C02151,web,East,81.0,5.95,2
103355,2024-02-24 22:22,C03222,mobile_app,West,236.25,5.95,4
103356,2024-02-24 18:48,C01030,web,South,131.67,5.95,4
103357,2024-02-24 22:54,C02047,web,North,16.96,5.95,1
103358,2024-02-24 08:38,C01506,mobile_app,North,131.79,5.95,2
103359,2024-02-24 19:24,C01540,web,North,188.57,5.95,3
103360,2024-02-24 21:12,C03074,web,South,69.48,5.95,2
103361,2024-02-24 10:28,C03544,mobile_app,West,74.57,5.95,3
103362,2024-02-24 10:41,C03252,web,North,12.62,5.95,1
103363,2024-02-24 06:57,C00931,marketplace,South,147.06,5.95,3
103364,2024-02-24 18:29,C02920,web,Central,80.22,5.95,3
103365,2024-02-24 20:08,C01704,marketplace,North,46.02,5.95,2
103366,2024-02-24 10:57,C02622,marketplace,South,90.37,,2
103367,2024-02-24 07:22,C01906,marketplace,Central,14.89,5.95,1
103368,2024-02-25 08:38,C01205,web,East,107.42,5.95,2
103369,2024-02-25 21:02,C03826,marketplace,Central,234.85,5.95,4
103370,2024-02-25 08:22,C01358,web,Central,168.85,5.95,2
103371,2024-02-25 11:00,C00415,web,West,215.5,5.95,2
103372,2024-02-25 14:03,C00102,web,East,110.31,5.95,2
103373,2024-02-25 17:01,C01837,web,West,596.19,5.95,3
103374,2024-02-25 20:22,C02547,web,South,325.62,5.95,3
103375,2024-02-25 22:37,C00506,mobile_app,West,85.81,5.95,2
103376,2024-02-25 19:48,C02106,web,West,43.57,5.95,2
103377,2024-02-25 22:04,C03966,web,Central,418.2,5.95,4
103378,2024-02-25 16:42,C02926,web,West,44.94,5.95,1
103379,2024-02-25 14:09,C00583,mobile_app,North,181.52,5.95,2
103380,2024-02-25 18:17,C01616,web,North,91.32,5.95,2
103381,2024-02-25 06:08,C00797,web,North,283.64,5.95,2
103382,2024-02-25 10:27,C02241,mobile_app,Central,418.03,5.95,3
103383,2024-02-25 12:00,C00272,web,North,448.2,5.95,3
103384,2024-02-25 21:50,C00271,web,Central,220.18,5.95,2
103385,2024-02-25 11:59,C02756,web,North,288.15,,2
103386,2024-02-25 20:51,C03684,web,West,170.01,5.95,3
103387,2024-02-25 17:54,C01921,marketplace,South,245.05,5.95,2
103388,2024-02-25 23:35,C03643,marketplace,West,177.9,5.95,3
103389,2024-02-25 16:33,C00638,mobile_app,Central,188.52,5.95,5
103390,2024-02-25 22:43,C01143,mobile_app,West,59.31,5.95,1
103391,2024-02-25 13:14,C03338,web,East,220.35,5.95,5
103392,2024-02-25 16:32,C01232,web,West,62.64,5.95,2
103393,2024-02-25 18:03,C03900,mobile_app,Central,32.11,5.95,1
103394,2024-02-25 14:06,C03376,web,North,126.17,5.95,3
103395,2024-02-25 13:56,C03917,web,Central,172.84,5.95,2
103396,2024-02-25 09:44,C02221,web,South,93.72,5.95,1
103397,2024-02-25 18:26,C02321,web,North,687.44,5.95,4
103398,2024-02-25 11:39,C01971,marketplace,West,147.4,5.95,3
103399,2024-02-25 16:59,C03643,web,South,68.25,5.95,2
103400,2024-02-25 19:09,C01697,web,North,120.13,5.95,2
103401,2024-02-25 17:07,C01262,web,Central,376.31,5.95,5
103402,2024-02-25 21:59,C03926,web,North,115.12,5.95,1
103403,2024-02-25 19:54,C00964,web,East,226.79,5.95,1
103404,2024-02-25 11:21,C00653,mobile_app,East,58.18,5.95,1
103405,2024-02-25 08:06,C00337,web,West,114.27,5.95,3
103406,2024-02-25 10:34,C01756,web,North,46.7,5.95,2
103407,2024-02-25 10:03,C00009,web,North,245.79,5.95,1
103408,2024-02-25 15:53,C01503,mobile_app,Central,514.42,5.95,1
103409,2024-02-25 17:42,C02343,web,North,305.71,5.95,3
103410,2024-02-25 15:21,C00410,web,East,226.64,5.95,4
103411,2024-02-25 07:39,C00001,mobile_app,North,450.2,5.95,3
103412,2024-02-25 11:57,C01601,mobile_app,East,209.68,5.95,1
103413,2024-02-25 14:37,C01194,mobile_app,East,654.15,5.95,1
103414,2024-02-25 15:08,C00267,web,Central,47.43,5.95,1
103415,2024-02-25 11:41,C03179,mobile_app,North,117.23,5.95,2
103416,2024-02-25 13:44,C01163,web,Central,83.45,5.95,2
103417,2024-02-25 11:44,C01937,mobile_app,South,84.9,5.95,2
103418,2024-02-25 22:19,C01203,mobile_app,Central,1100.76,5.95,3
103419,2024-02-25 19:51,C03812,web,Central,600.6,5.95,1
103420,2024-02-25 15:42,C01338,web,East,341.0,5.95,5
103421,2024-02-25 10:02,C00326,web,Central,95.46,5.95,2
103422,2024-02-25 10:06,C01839,web,West,121.1,5.95,3
103423,2024-02-25 15:49,C01363,mobile_app,East,147.41,5.95,4
103424,2024-02-25 21:27,C01679,web,East,94.86,5.95,2
103425,2024-02-25 23:46,C02408,web,West,335.36,5.95,2
103426,2024-02-25 21:41,C00139,web,South,27.24,5.95,1
103427,2024-02-25 17:04,C00201,web,Central,131.09,5.95,3
103428,2024-02-25 14:24,C00765,mobile_app,East,33.94,5.95,2
103429,2024-02-25 18:50,C02905,mobile_app,South,369.3,5.95,3
103430,2024-02-25 16:47,C03960,mobile_app,West,400.83,5.95,4
103431,2024-02-26 11:00,C03561,mobile_app,Central,146.84,5.95,3
103432,2024-02-26 19:05,C01995,mobile_app,South,142.74,5.95,2
103433,2024-02-26 07:56,C00575,web,East,126.29,5.95,3
103434,2024-02-26 14:58,C00829,mobile_app,South,79.19,5.95,1
103435,2024-02-26 06:40,C01478,mobile_app,Central,119.06,5.95,2
103436,2024-02-26 17:21,C00012,web,West,102.82,5.95,1
103437,2024-02-26 22:12,C00865,web,West,332.44,5.95,4
103438,2024-02-26 22:17,C02175,web,East,32.79,5.95,1
103439,2024-02-26 12:27,C03153,marketplace,Central,262.75,5.95,2
103440,2024-02-26 20:46,C02421,web,East,122.13,5.95,2
103441,2024-02-26 20:02,C01166,web,South,729.92,5.95,2
103442,2024-02-26 08:30,C03398,mobile_app,Central,391.97,5.95,5
103443,2024-02-26 13:59,C01291,mobile_app,North,88.91,5.95,2
103444,2024-02-26 14:19,C03652,mobile_app,North,11.54,5.95,1
103445,2024-02-26 13:42,C03705,mobile_app,South,62.94,5.95,3
103446,2024-02-26 06:33,C00939,web,Central,12.87,5.95,1
103447,2024-02-26 20:15,C01627,web,North,32.73,5.95,1
103448,2024-02-26 08:51,C03291,web,Central,142.64,5.95,3
103449,2024-02-26 23:26,C00067,web,Central,75.52,5.95,2
103450,2024-02-26 15:49,C02459,mobile_app,East,46.89,5.95,2
103451,2024-02-26 12:34,C02709,mobile_app,West,1114.81,5.95,5
103452,2024-02-26 13:59,C01594,mobile_app,South,125.48,5.95,3
103453,2024-02-26 23:41,C00821,web,South,740.73,5.95,4
103454,2024-02-26 16:41,C01006,marketplace,North,83.54,5.95,2
103455,2024-02-26 10:59,C03070,mobile_app,North,30.94,5.95,1
103456,2024-02-26 15:42,C01054,web,Central,44.67,5.95,1
103457,2024-02-26 12:46,C00672,web,West,210.31,5.95,4
103458,2024-02-26 15:19,C02222,mobile_app,East,125.86,5.95,5
103459,2024-02-26 08:09,C03577,web,Central,287.72,5.95,3
103460,2024-02-26 13:04,C03190,mobile_app,West,1142.16,5.95,4
103461,2024-02-26 14:11,C00465,mobile_app,South,336.51,5.95,2
103462,2024-02-26 22:49,C03421,mobile_app,East,72.83,5.95,2
103463,2024-02-26 09:30,C02737,mobile_app,West,142.46,,4
103464,2024-02-26 17:50,C00377,web,South,42.04,5.95,2
103465,2024-02-26 12:34,C03871,web,North,326.92,5.95,4
103466,2024-02-26 08:04,C00665,web,North,254.38,5.95,4
103467,2024-02-26 23:12,C01961,marketplace,West,107.61,5.95,4
103468,2024-02-26 17:01,C01394,mobile_app,West,298.37,,4
103469,2024-02-26 19:06,C03307,web,Central,308.77,5.95,5
103470,2024-02-26 12:10,C00779,mobile_app,East,193.2,5.95,2
103471,2024-02-26 08:47,C00929,mobile_app,Central,730.0,5.95,3
103472,2024-02-26 21:35,C03158,web,South,25.7,5.95,1
103473,2024-02-26 17:12,C03687,web,East,238.0,5.95,2
103474,2024-02-26 06:36,C01456,web,West,108.46,5.95,3
103475,2024-02-26 17:41,C01388,web,Central,549.65,5.95,5
103476,2024-02-26 16:55,C01899,web,Central,79.19,5.95,1
103477,2024-02-26 22:35,C03139,web,North,134.15,5.95,3
103478,2024-02-26 21:35,C02260,mobile_app,South,344.69,5.95,4
103479,2024-02-26 07:50,C03422,mobile_app,North,806.83,5.95,4
103480,2024-02-26 23:52,C01744,web,Central,523.38,5.95,2
103481,2024-02-26 07:19,C02724,marketplace,North,737.34,5.95,5
103482,2024-02-26 14:52,C01555,marketplace,South,479.9,5.95,4
103483,2024-02-26 19:04,C03995,web,North,552.21,5.95,4
103484,2024-02-26 15:47,C01229,web,North,106.88,5.95,1
103485,2024-02-26 15:20,C00757,mobile_app,Central,130.26,5.95,4
103486,2024-02-26 22:38,C02456,mobile_app,South,30.94,5.95,1
103487,2024-02-26 09:16,C03146,web,Central,112.87,5.95,3
103488,2024-02-26 11:36,C00870,mobile_app,North,111.38,5.95,2
103489,2024-02-26 07:17,C01276,mobile_app,East,646.82,5.95,2
103490,2024-02-26 23:58,C03520,web,West,225.38,5.95,2
103491,2024-02-26 23:19,C03713,mobile_app,South,115.5,5.95,1
103492,2024-02-26 18:48,C03813,web,Central,44.46,5.95,2
103493,2024-02-26 19:05,C02695,web,West,160.31,5.95,2
103494,2024-02-26 10:04,C00387,marketplace,East,159.17,5.95,4
103495,2024-02-26 09:57,C01954,web,Central,156.46,5.95,5
103496,2024-02-26 18:34,C00438,web,East,139.34,5.95,2
103497,2024-02-26 23:57,C03253,web,South,134.34,5.95,2
103498,2024-02-26 11:41,C03761,mobile_app,Central,103.45,,3
103499,2024-02-26 06:30,C00895,mobile_app,North,99.11,5.95,3
103500,2024-02-26 22:15,C01671,web,East,14.76,5.95,1
103501,2024-02-26 14:36,C03255,mobile_app,Central,95.78,5.95,3
103502,2024-02-26 21:35,C00975,web,North,72.84,,2
103503,2024-02-26 18:12,C03380,web,South,18.02,5.95,1
103504,2024-02-26 18:37,C01686,marketplace,South,124.18,5.95,3
103505,2024-02-27 09:45,C01722,web,East,24.82,5.95,1
103506,2024-02-27 06:07,C01662,mobile_app,West,435.89,5.95,2
103507,2024-02-27 10:36,C00756,mobile_app,East,258.63,5.95,2
103508,2024-02-27 13:08,C02913,web,Central,52.51,5.95,1
103509,2024-02-27 07:46,C00296,mobile_app,North,331.05,5.95,3
103510,2024-02-27 12:17,C03930,web,North,188.19,5.95,3
103511,2024-02-27 12:45,C00454,mobile_app,North,298.46,5.95,2
103512,2024-02-27 09:21,C00846,web,North,272.74,5.95,2
103513,2024-02-27 09:55,C01511,web,South,47.9,,1
103514,2024-02-27 22:43,C01127,web,North,31.14,5.95,1
103515,2024-02-27 10:13,C01595,web,Central,147.49,5.95,2
103516,2024-02-27 13:31,C02003,marketplace,South,15.21,5.95,1
103517,2024-02-27 14:00,C01775,web,North,48.96,5.95,2
103518,2024-02-27 07:47,C01880,web,North,50.8,5.95,2
103519,2024-02-27 09:56,C01177,web,South,103.81,5.95,4
103520,2024-02-27 19:49,C00057,web,West,288.71,5.95,3
103521,2024-02-27 08:37,C01862,web,East,70.24,5.95,1
103522,2024-02-27 20:12,C02820,mobile_app,Central,17.99,5.95,1
103523,2024-02-27 18:17,C00658,web,South,100.36,5.95,1
103524,2024-02-27 10:01,C03200,web,East,128.37,5.95,2
103525,2024-02-27 13:35,C02088,mobile_app,North,64.45,5.95,2
103526,2024-02-27 14:46,C01519,web,West,911.71,5.95,5
103527,2024-02-27 14:55,C02697,web,South,95.16,5.95,2
103528,2024-02-27 18:01,C00258,mobile_app,Central,195.32,5.95,3
103529,2024-02-27 13:57,C01159,web,North,30.76,5.95,1
103530,2024-02-27 23:54,C02514,mobile_app,Central,92.1,5.95,2
103531,2024-02-27 11:40,C02036,marketplace,North,82.68,5.95,3
103532,2024-02-27 06:20,C03148,mobile_app,East,161.84,5.95,3
103533,2024-02-27 16:00,C01971,web,North,112.27,5.95,3
103534,2024-02-27 15:46,C03131,web,West,70.24,5.95,1
103535,2024-02-27 14:37,C00818,mobile_app,West,12.87,5.95,1
103536,2024-02-27 17:06,C01557,web,North,174.93,5.95,2
103537,2024-02-27 13:20,C00188,mobile_app,South,101.65,5.95,2
103538,2024-02-27 13:34,C01366,web,South,261.48,5.95,2
103539,2024-02-27 23:01,C02826,web,East,111.79,5.95,2
103540,2024-02-27 10:14,C01683,mobile_app,North,59.31,5.95,1
103541,2024-02-27 19:34,C03026,web,West,71.27,5.95,2
103542,2024-02-27 23:28,C02943,web,West,122.97,5.95,2
103543,2024-02-27 12:23,C00397,web,North,33.15,5.95,2
103544,2024-02-27 19:07,C01149,mobile_app,Central,479.51,5.95,5
103545,2024-02-27 12:05,C01396,marketplace,East,270.86,5.95,2
103546,2024-02-27 08:51,C01026,mobile_app,East,10.96,5.95,1
103547,2024-02-27 13:02,C01950,mobile_app,East,227.2,5.95,5
103548,2024-02-27 06:59,C03450,web,Central,47.9,5.95,1
103549,2024-02-27 19:56,C01355,web,East,206.45,5.95,3
103550,2024-02-27 13:59,C02358,web,South,461.1,5.95,2
103551,2024-02-27 17:59,C01462,mobile_app,East,514.42,,1
103552,2024-02-27 11:01,C03027,web,East,305.1,5.95,4
103553,2024-02-27 06:42,C01128,web,Central,205.57,5.95,5
103554,2024-02-27 13:47,C00186,mobile_app,North,68.18,5.95,2
103555,2024-02-27 12:12,C00544,web,North,119.17,5.95,3
103556,2024-02-27 20:14,C02534,web,North,70.37,,2
103557,2024-02-27 12:23,C02569,mobile_app,West,89.03,5.95,3
103558,2024-02-27 19:09,C02818,web,Central,62.13,5.95,2
103559,2024-02-27 21:24,C00032,web,North,9.72,5.95,1
103560,2024-02-27 11:43,C03453,mobile_app,North,51.92,5.95,1
103561,2024-02-27 11:13,C00300,web,North,100.99,5.95,2
103562,2024-02-28 11:17,C02924,web,East,660.78,5.95,4
103563,2024-02-28 22:57,C03818,mobile_app,Central,178.32,5.95,2
103564,2024-02-28 16:56,C01856,web,Central,138.64,5.95,2
103565,2024-02-28 23:42,C02324,web,South,287.35,5.95,2
103566,2024-02-28 11:39,C03428,mobile_app,South,187.33,5.95,2
103567,2024-02-28 14:38,C00878,marketplace,West,698.49,5.95,3
103568,2024-02-28 06:12,C01663,web,West,32.79,5.95,1
103569,2024-02-28 20:59,C00373,mobile_app,North,178.43,5.95,3
103570,2024-02-28 10:57,C00221,web,West,289.49,5.95,3
103571,2024-02-28 09:35,C01964,web,East,146.87,5.95,3
103572,2024-02-28 10:03,C02122,web,Central,623.97,5.95,2
103573,2024-02-28 10:15,C03720,web,Central,7.86,5.95,1
103574,2024-02-28 23:56,C00304,web,East,308.61,5.95,2
103575,2024-02-28 16:33,C02202,web,South,261.42,5.95,3
103576,2024-02-28 23:08,C03392,web,South,148.23,5.95,4
103577,2024-02-28 12:08,C03289,mobile_app,West,204.66,5.95,3
103578,2024-02-28 08:33,C00606,mobile_app,North,216.65,5.95,2
103579,2024-02-28 23:05,C03022,mobile_app,East,81.35,5.95,3
103580,2024-02-28 14:54,C01384,web,West,162.02,5.95,3
103581,2024-02-28 06:49,C02724,mobile_app,Central,33.75,5.95,2
103582,2024-02-28 06:05,C01321,web,West,257.96,5.95,2
103583,2024-02-28 08:05,C02818,web,Central,62.6,,2
103584,2024-02-28 09:28,C03210,mobile_app,East,315.85,5.95,3
103585,2024-02-28 07:50,C02584,mobile_app,East,102.46,5.95,1
103586,2024-02-28 10:22,C01282,web,North,725.91,5.95,5
103587,2024-02-28 22:41,C01188,mobile_app,South,359.25,5.95,2
103588,2024-02-28 08:34,C03330,web,West,1036.5,5.95,5
103589,2024-02-28 23:30,C01177,web,Central,243.2,5.95,2
103590,2024-02-28 08:09,C00720,mobile_app,South,227.34,5.95,3
103591,2024-02-28 07:20,C01555,web,East,35.98,5.95,1
103592,2024-02-28 20:01,C00181,mobile_app,North,340.53,5.95,2
103593,2024-02-28 14:56,C01007,web,East,278.26,5.95,2
103594,2024-02-28 08:23,C02966,web,East,505.52,5.95,5
103595,2024-02-28 18:24,C02307,web,South,627.66,5.95,4
103596,2024-02-28 14:32,C00934,marketplace,South,101.82,5.95,3
103597,2024-02-28 07:23,C01271,mobile_app,West,68.3,5.95,2
103598,2024-02-28 18:46,C00172,mobile_app,North,416.85,5.95,5
103599,2024-02-28 21:03,C01666,web,South,62.42,5.95,2
103600,2024-02-28 23:29,C02532,web,Central,79.19,5.95,1
103601,2024-02-28 22:11,C00516,web,South,471.14,5.95,5
103602,2024-02-28 07:59,C00502,mobile_app,South,20.9,5.95,1
103603,2024-02-28 22:07,C03647,mobile_app,East,16.93,5.95,1
103604,2024-02-28 06:16,C02563,mobile_app,Central,139.28,5.95,2
103605,2024-02-28 11:35,C03885,web,Central,260.69,5.95,3
103606,2024-02-28 13:33,C00795,web,West,223.06,5.95,4
103607,2024-02-28 22:41,C00263,web,North,79.36,5.95,1
103608,2024-02-28 08:09,C02854,web,West,100.42,5.95,2
103609,2024-02-28 11:33,C02341,mobile_app,West,140.74,5.95,2
103610,2024-02-28 15:26,C01219,web,North,157.53,5.95,1
103611,2024-02-28 19:48,C02937,web,West,198.75,5.95,2
103612,2024-02-28 22:27,C00877,web,Central,155.61,5.95,3
103613,2024-02-28 14:05,C01893,mobile_app,Central,130.02,5.95,2
103614,2024-02-28 15:40,C01597,web,Central,257.21,5.95,1
103615,2024-02-28 17:48,C01191,mobile_app,North,264.59,5.95,2
103616,2024-02-28 18:50,C00939,mobile_app,South,339.83,5.95,2
103617,2024-02-28 23:43,C00766,web,Central,31.14,5.95,1
103618,2024-02-28 06:42,C00347,web,South,130.25,,2
103619,2024-02-29 14:55,C01191,web,Central,322.58,5.95,2
103620,2024-02-29 22:32,C03754,marketplace,West,51.78,5.95,1
103621,2024-02-29 09:23,C00989,mobile_app,East,154.57,5.95,2
103622,2024-02-29 11:53,C01129,web,Central,292.82,,5
103623,2024-02-29 20:39,C03407,mobile_app,West,242.17,5.95,2
103624,2024-02-29 16:02,C01187,mobile_app,North,244.04,5.95,2
103625,2024-02-29 15:15,C00839,marketplace,North,154.46,5.95,2
103626,2024-02-29 17:12,C03394,web,East,71.51,5.95,1
103627,2024-02-29 09:25,C02984,web,North,90.18,5.95,2
103628,2024-02-29 09:05,C00388,mobile_app,East,139.01,5.95,4
103629,2024-02-29 20:46,C03599,mobile_app,East,16.52,5.95,1
103630,2024-02-29 12:15,C02431,web,West,166.92,5.95,5
103631,2024-02-29 21:13,C00552,web,South,245.18,5.95,3
103632,2024-02-29 13:02,C03615,web,North,454.5,,5
103633,2024-02-29 08:05,C03761,mobile_app,West,140.61,5.95,1
103634,2024-02-29 21:48,C03940,web,South,55.9,5.95,2
103635,2024-02-29 20:32,C03516,web,East,151.94,5.95,3
103636,2024-02-29 22:57,C00035,web,North,113.23,5.95,3
103637,2024-02-29 06:51,C00121,mobile_app,South,82.1,5.95,1
103638,2024-02-29 19:07,C02252,web,East,90.21,5.95,2
103639,2024-02-29 06:15,C02820,web,East,84.65,5.95,2
103640,2024-02-29 21:16,C02988,web,Central,151.36,5.95,4
103641,2024-02-29 09:46,C03719,web,North,110.46,5.95,3
103642,2024-02-29 12:25,C01507,mobile_app,South,917.51,5.95,4
103643,2024-02-29 07:04,C01275,mobile_app,Central,411.25,5.95,3
103644,2024-02-29 22:40,C03162,mobile_app,North,36.73,5.95,1
103645,2024-02-29 15:14,C00948,web,East,97.02,5.95,1
103646,2024-02-29 06:37,C00571,mobile_app,South,93.83,5.95,3
103647,2024-02-29 11:52,C02962,web,North,37.62,5.95,1
103648,2024-02-29 22:09,C00302,web,South,52.24,5.95,3
103649,2024-02-29 16:26,C00315,web,Central,85.01,5.95,3
103650,2024-02-29 15:08,C02129,web,Central,281.36,5.95,3
103651,2024-02-29 07:53,C01503,mobile_app,West,154.23,5.95,1
103652,2024-02-29 16:15,C02017,marketplace,South,83.53,5.95,2
103653,2024-02-29 07:33,C02842,web,West,542.32,5.95,2
103654,2024-02-29 19:49,C03468,web,North,465.55,5.95,4
103655,2024-02-29 12:55,C00227,web,North,359.88,5.95,3
103656,2024-02-29 18:25,C03624,mobile_app,Central,116.63,5.95,3
103657,2024-02-29 06:24,C00631,mobile_app,North,420.79,5.95,5
103658,2024-02-29 12:06,C03903,web,North,284.35,5.95,2
103659,2024-02-29 16:22,C00214,mobile_app,East,101.87,5.95,3
103660,2024-02-29 11:27,C02344,web,East,91.11,5.95,2
103661,2024-02-29 21:27,C03126,mobile_app,Central,100.36,5.95,1
103662,2024-02-29 12:33,C03406,web,West,111.37,5.95,4
103663,2024-02-29 07:07,C00992,web,East,631.71,,4
103664,2024-02-29 22:28,C03196,web,South,550.83,5.95,5
103665,2024-02-29 21:55,C02733,marketplace,West,49.45,5.95,2
103666,2024-02-29 22:08,C01669,web,North,436.1,5.95,1
103667,2024-02-29 17:39,C02965,web,North,170.89,5.95,2
103668,2024-02-29 17:28,C02831,mobile_app,East,194.3,5.95,2
103669,2024-02-29 07:32,C01509,marketplace,East,197.14,5.95,3
103670,2024-02-29 08:51,C01186,web,North,140.13,5.95,3
103671,2024-02-29 06:45,C01856,marketplace,East,34.22,5.95,1
103672,2024-02-29 11:25,C03098,mobile_app,East,186.73,5.95,2
103673,2024-02-29 19:49,C02558,mobile_app,South,367.2,5.95,5
103674,2024-02-29 15:53,C02264,mobile_app,West,52.51,5.95,1
103675,2024-02-29 20:05,C03642,web,North,177.19,5.95,2
103676,2024-02-29 17:37,C01574,mobile_app,East,160.51,5.95,2
103677,2024-02-29 10:21,C02316,web,North,184.61,5.95,2
103678,2024-02-29 22:56,C01269,mobile_app,West,309.72,5.95,2
103679,2024-02-29 12:11,C03648,web,North,25.89,,1
103680,2024-02-29 13:18,C03198,web,Central,105.06,5.95,1
103681,2024-02-29 18:36,C02294,marketplace,North,150.58,5.95,2
103682,2024-02-29 06:35,C01938,web,East,457.1,5.95,2
103683,2024-02-29 20:48,C01711,marketplace,North,34.02,5.95,1
103684,2024-02-29 20:11,C03070,web,East,133.05,5.95,2
103685,2024-02-29 13:33,C02486,web,West,87.46,5.95,2
103686,2024-02-29 17:41,C01000,mobile_app,East,118.62,5.95,1
103687,2024-02-29 23:48,C00072,mobile_app,Central,299.71,,3
103688,2024-02-29 06:57,C01412,marketplace,Central,85.4,5.95,1
103689,2024-02-29 09:09,C03696,mobile_app,East,122.81,5.95,2
